Event Date,Type,Event,Location,Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
06/30/2016,,Citizen Preparedness Training,Christian Heritage Church,4121 Avenue J,Brooklyn,11210,40.627657,-73.936235,18,45,734,3215070,3077670001,Flatlands
06/29/2016,,RNY General Presentation,10 Gregg Place,10 Gregg Place,Staten Island,10301,40.632097,-74.099455,1,49,67,5003236,5001310225,New Brighton-Silver Lake
06/29/2016,,Bring Your Kids to Work Day,Governor's Office of Storm Recovery,"25 Beaver Street, 5th Floor",Manhattan,10004,40.704983,-74.012046,1,1,9,1000817,1000240001,Battery Park City-Lower Manhattan
06/29/2016,,Emergency Preparedness Presentation,The Axis Project,1325 Fifth Ave,Manhattan,10029,40.797706,-73.948608,11,9,17402,1086046,1016170001,East Harlem South
06/29/2016,,Ready NY for Nursing Students,NYC EM Situation Room,165 Cadman Plaza East,Brooklyn,11201,40.698767,-73.98987,2,33,13,3000172,3000850006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
06/29/2016,,Caribbean American Heritage Fair,Brooklyn Borough Hall,209 Joralemon St.,Brooklyn,11201,40.692476,-73.990487,2,33,11,3000256,3001390001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
06/28/2016,,Hurricane Prep,RAIN Eastchester Senior Center,1246 Burke Avenue,Bronx,10469,40.871144,-73.851046,11,12,348,2093500,2045810001,Allerton-Pelham Gardens
06/28/2016,,National Safety Month,Coney Island Hospital,2601 OCean Parkway,Brooklyn,11235,40.586552,-73.966168,13,48,370,3337274,3072390001,Brighton Beach
06/27/2016,,Emergency Preparedness for Staff,IncludeNYC,"116 E 16 St, 5 Fl",Manhattan,10003,40.73548,-73.98828,5,2,50,1017815,1008710070,Gramercy
06/27/2016,,Citizen Preparedness Training,Restoration Temple,4610 Church Ave,Brooklyn,11203,40.651565,-73.934053,17,45,860,3327773,3049000004,East Flatbush-Farragut
06/27/2016,,Zika Town Hall Meeting,The Community Health Academy of the Heights,504 West 158th St. Cafeteria,Manhattan,10032,40.833687,-73.942072,12,7,241,1089242,1021160031,Washington Heights South
06/27/2016,,Disaster Preparedness Meeting,NYP Cornell,525 E. 68th St.,Manhattan,10065,40.764149,-73.955251,8,5,116,1084781,1014800001,Lenox Hill-Roosevelt Island
06/26/2016,,Central Brooklyn Arts & Culture Walk,Eastern Parkway,Eastern Parkway between Flatbush and Washington,Brooklyn,,,,,,,,,
06/26/2016,,14th Annual Hope and Possibility Run/Walk,Central Park,Central Park Bandshell,Manhattan,10000,40.772666,-73.971027,64,6,143,1088637,1011110001,park-cemetery-etc-Manhattan
06/26/2016,,Spanish ESOL Presentation,St Peters School,105 Highland Pl.,Brooklyn,11208,40.682666,-73.881483,5,37,1174,3398192,3039300016,Cypress Hills-City Line
06/25/2016,,"Adoptapalooza, Celebrating ASPCA 150th Anniversary",Riis Park,Rockaway Beach Blvd,Queens,,,,,,,,,
06/25/2016,,Puppetry Arts Family Festival,JJ Byrne Park,4th St. at 5th Ave,Brooklyn,,,,,,,,,
06/25/2016,,Community Health Fair,260 Jefferson Ave and Marcy Ave,260 Jefferson Ave and Marcy Ave,Brooklyn,11216,40.683552,-73.94764,3,36,249,3052305,3018330038,Bedford
06/25/2016,,Bronx Recreation Fifth Annual Summerfest 2016,Hunts Point Recreation Center,765 Manida Street Between Lafayette Ave,Bronx,10474,40.815615,-73.888703,2,17,93,2109472,2027630001,Hunts Point
06/25/2016,,Family Fun Day Olympics Fair,Brookville Park,Brookville Blvd between 144th Ave & Weller Ave,Queens,,,,,,,,,
06/24/2016,,Annual Senior Fair for the 52nd Assembly District,St. Francis College,180 Remsen St,Brooklyn,11201,40.693277,-73.991587,2,33,9,3335934,3002550036,Brooklyn Heights-Cobble Hill
06/24/2016,,summer storm,400 Hart Street,400 Hart Street,Brooklyn,11206,40.694725,-73.93519,3,36,287,3341752,3015950024,Stuyvesant Heights
06/24/2016,,Community Fair,Markham Gardens,70 N Burgher Ave,Staten Island,10310,40.63965,-74.11545,1,49,97,5132994,5001690001,West New Brighton-New Brighton-St. George
06/24/2016,,Presentation for Veterans with Vision Disabilities,Veteran's Administration Manhattan,423 E 23 St,Manhattan,10010,40.73647,-73.977732,6,4,62,1081691,1009550005,Murray Hill-Kips Bay
06/23/2016,,Summer Storm,Blenman Senior Center,720 East New York Avenue,Brooklyn,11203,40.662289,-73.938916,9,41,87401,3106612,3047950016,Prospect Lefferts Gardens-Wingate
06/23/2016,,Citizen Preparedness Training,Brooks Senior Center,143-22 109 Ave,Queens,11435,40.688564,-73.803554,12,28,196,4257866,4119330001,South Jamaica
06/23/2016,,Citizen Preparedness Training,Queens Spanish Seventh Day Adventist Church,40-34 102 St,Queens,11368,40.748883,-73.863756,4,21,407,4040329,4016100055,North Corona
06/22/2016,,Ready Girl,Covenant House New York,427 West 52nd Street,Manhattan,10019,40.765146,-73.988982,4,3,133,1080953,1010620017,Clinton
06/22/2016,,Emergency Preparedness in Spanish and Cantonese,Meltzer Senior Center,94 E 1st Street,Manhattan,10009,40.722827,-73.987402,3,2,3002,1005743,1004290021,East Village
06/21/2016,,Summer Storms,Marble Hill Senior Center,5365 Broadway,Bronx,10463,40.876062,-73.907886,8,10,309,1082782,1022150623,Marble Hill-Inwood
06/21/2016,,ESOL Presentation,Mid-Manhattan Adult Learning Center,212 W 120th St,Manhattan,10027,40.806063,-73.95134,10,9,220,1058447,1019250019,Central Harlem South
06/20/2016,,Emergency Preparedness,NY State Commission for the Blind Harlem Office,163 W 125 St,Manhattan,10027,40.808644,-73.947524,10,9,222,1081602,1019100001,Central Harlem South
06/20/2016,,Citizen Preparedness Training,Shorefront YMCA,3300 Coney Island Ave,Brooklyn,11235,40.575607,-73.959463,13,48,36002,3326880,3086930001,Brighton Beach
06/18/2016,,Health and Education Fair,Von King Cultural Arts Center Park,Tompkins Avenue between Green and Lafayette Avenues,Brooklyn,,,,,,,,,
06/18/2016,,Emergency Preparedness Fair,Church of Jesus Christ of Latter Day Saints,217 East. 87th Street,Manhattan,10128,40.779255,-73.952894,8,5,14602,1048810,1015330008,Yorkville
06/18/2016,,Red Hook Family Festival,PS 15 Playground,71 Sullivan Street,Brooklyn,11231,40.677343,-74.011558,6,38,53,3008585,3005660001,Carroll Gardens-Columbia Street-Red Hook
06/18/2016,,ActionNYC Clinic,DREAM Charter School,1991 Second Ave,Manhattan,10029,40.788221,-73.944214,11,8,164,1000000,1016520001,East Harlem South
06/18/2016,,Demistifying Housing Conference,Adam Clayton Powell Jr State Office Bldg,"163 W 125 St, 8th Floor",Manhattan,10027,40.808644,-73.947524,10,9,222,1081602,1019100001,Central Harlem South
06/18/2016,,Fish Parade,Barretto Point Park,Tiffany and Viele Ave,Bronx,,,,,,,,,
06/17/2016,,Demystifying Housing Conference,Adam Clayton Powell Jr State Office Bldg,"163 W 125 St, 8th Floor",Manhattan,10027,40.808644,-73.947524,10,9,222,1081602,1019100001,Central Harlem South
06/16/2016,,Hurricane Prep,Long Island Assisted Living Center,431 Beach 20 Street,Queens,11691,40.598978,-73.754221,14,31,99801,4301056,4157670050,Far Rockaway-Bayswater
06/16/2016,,The Colonial Club Emergency Preparedness Event,Gino's Italian Restaurant,7414 5th Ave,Brooklyn,11209,40.630118,-74.022394,10,43,134,3148324,3059300043,Bay Ridge
06/16/2016,,Asian Women in Business Annual Procurement Opportunities Conference,BNY Melon,101 Barclay St,Brooklyn,,,,,,,,,
06/15/2016,,Hurricanes,City Hall Senior Center,100 Gold Street,Manhattan,10038,40.710353,-74.004007,1,1,1501,1001289,1000940025,Battery Park City-Lower Manhattan
06/15/2016,,Ready Girl,Cultural Arts Academy,1400 Linden Blvd,Brooklyn,11212,40.654512,-73.90834,16,42,922,3083069,3036420022,Brownsville
06/15/2016,,Ready Girl Annual Career Day,PS 196K,207 Bushwick Avenue,Brooklyn,11206,40.708723,-73.940002,1,34,485,3071024,3030460001,Bushwick South
06/15/2016,,RNY Fair,The New School,66 W 12 St,Manhattan,10011,40.735506,-73.996576,2,3,63,1083136,1005750017,West Village
06/14/2016,,Summer Storms,AMICO 59 Street Senior Center,5901 13 Avenue,Brooklyn,11219,40.629332,-73.998022,12,44,192,3141065,3057120001,Borough Park
06/14/2016,,Citizen Preparedness Training,Erasmus Hall Campus - Auditorium,911 Flatbush Avenue,Brooklyn,11226,40.649787,-73.95855,14,40,794,3336215,3051030010,Erasmus
06/14/2016,,Disaster Do Tank,DaVita Williamsbridge Dialysis,3525 White Plains Rd,Bronx,10467,40.878057,-73.866099,12,12,378,2124612,2046430009,Williamsbridge-Olinville
06/13/2016,,RNY Train the Trainer,LES Ready,137 E 2 St,Manhattan,10009,40.723247,-73.986359,3,2,3002,1005745,1004290029,East Village
06/12/2016,,Church Prearedness,God's Battalion Church of Prayer,661 Linden Blvd.,Brooklyn,11203,40.653599,-73.93403,17,41,870,3108481,3048670025,East Flatbush-Farragut
06/11/2016,,Spring Carnival Street Fair,PS 198 M,1700 Third Avenue NY NY 10128,Manhattan,10128,40.784826,-73.949611,8,5,15801,1048492,1015240023,Upper East Side-Carnegie Hill
06/11/2016,,Community Board 3 Queens,Corona Health Center,34-33 Junction Blvd,Queens,11372,40.754179,-73.872231,3,21,375,4042887,4017290027,North Corona
06/11/2016,,"Thirteenth Annual Health, Community and Multicultural Fair",MS 206 B,2280 Aqueduct Ave,Bronx,10468,40.859686,-73.906495,7,14,253,2086823,2032090001,Kingsbridge Heights
06/11/2016,,CUNY Citizenship Now!,LaGuardia Community College,"31-10 Thomson Ave, E Building Atrium",Queens,11101,40.744902,-73.935022,2,26,179,4003534,4002780001,Hunters Point-Sunnyside-West Maspeth
06/11/2016,,Emergency Preparedness,Brooklyn Temple - Seventh-Day Adventist Church,3 Lewis Ave,Brooklyn,11206,40.697952,-73.93805,3,36,287,3042858,3015820005,Stuyvesant Heights
06/10/2016,,The Harlem Link Charter School Childrens Carnival with Ready Girl,Harlem Charter School Yard,111th St. between 5th and Lenox Ave,Manhattan,,,,,,,,,
06/09/2016,,Disaster Preparedness Workshop,PS MS 42 Q,488 Beach 66 Street,Queens,11692,40.594538,-73.795304,14,31,964,4302817,4160390014,Hammels-Arverne-Edgemere
06/09/2016,,Family Fun Day Olympics Fair,Clove Lake Park,1150 Clove Road,Staten Island,10301,40.618267,-74.105183,1,49,147,5112426,5003190001,Westerleigh
06/09/2016,,ESOL Presentation,Chinatown YMCA,100 Hester Street,Manhattan,10002,40.716553,-73.993092,3,1,16,1082489,1003010003,Chinatown
06/09/2016,,Bring Your Kids to Work Day,NYC Law Department,"100 Church St, 20th Floor",Manhattan,10007,40.712968,-74.00949,1,1,21,1001409,1001250020,SoHo-TriBeCa-Civic Center-Little Italy
06/08/2016,,Summer Storms,Sholom Senior Center,483 Albany Avenue,Brooklyn,11203,40.663388,-73.939975,9,41,331,3038418,3014267501,Crown Heights South
06/08/2016,,CB 2 General Meeting,St Ann's Warehouse,45 Water St,Brooklyn,11201,40.70332,-73.992624,2,33,21,3378511,3000260080,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
06/08/2016,,Emergency Preparedness,Barrier Free Living,121 E 115 St,Manhattan,10029,40.798357,-73.943096,11,8,182,1087438,1016430010,East Harlem North
06/07/2016,,Summer Storms,N Shopp Leon Senior Center,735 East 152 Street,Bronx,10455,40.815994,-73.907843,1,17,79,2091979,2026540002,Melrose South-Mott Haven North
06/07/2016,,Presentation for the MS Society,Elizabeth Connelly Center,"930 Willowbrook Rd, room behind building 16 C",Staten Island,10314,40.603318,-74.141798,2,50,27301,5107306,5020400400,New Springville-Bloomfield-Travis
06/07/2016,,Tween Preparedness,East Flatbush Community Research School,905 Winthrop Street,Brooklyn,11203,40.65843,-73.929076,17,41,880,3099733,3046060025,Prospect Lefferts Gardens-Wingate
06/07/2016,,RNY ESOL Class,YMCA Harlem,180 W. 135th Street,Manhattan,10030,40.815114,-73.943263,10,9,228,1058250,1019190053,Central Harlem North-Polo Grounds
06/07/2016,,ESOL Presentation,YMCA Harlem,180 W 135th St,Manhattan,10030,40.815114,-73.943263,10,9,228,1058250,1019190053,Central Harlem North-Polo Grounds
06/06/2016,,Pre-K Preparedness,PS 336,125-20 Sutphin Blvd,Queens,11434,40.674519,-73.789399,12,28,18401,4261713,4120510001,Baisley Park
06/06/2016,,Emergency Readiness Prep,Mariners Residence,2099 Forest Ave,Staten Island,10303,40.626409,-74.159284,1,49,231,5027918,5012340052,Mariner's Harbor-Arlington-Port Ivory-Graniteville
06/06/2016,,Emergency Preparedness,Independent Care Systems (ICS),400 East Fordham Road,Bronx,10458,40.861668,-73.891337,6,15,38302,2116415,2030337501,Fordham South
06/05/2016,,Church Prearedness,All Saints Episcopal Church,286 7th Avenue,Brooklyn,11215,40.668337,-73.980387,6,39,153,3021746,3009950047,Park Slope-Gowanus
09/19/2015,,Broadway Autumn Fair,Broadway,From Waverly Pl to 14 St,Manhattan,,,,,,,,,
06/04/2016,,Resource Fair for District 75 Parents and Students,P168X,339 Morris Ave,Bronx,10451,40.813641,-73.925313,1,8,51,2000957,2023330070,Mott Haven-Port Morris
06/04/2016,,Annual Health Fair,PS 163,2075 Webster Avenue,Bronx,10457,40.851741,-73.898493,5,15,379,2013297,2031420048,Mount Hope
06/04/2016,,Abundant Life Fair,Bethen Gospel Tabernacle,110-18 Guy R Brewer Blvd,Queens,11433,40.692924,-73.788601,12,28,262,4263648,4121650041,South Jamaica
06/03/2016,,Pre-K Preparedness,PS 343,45-45 42nd Street,Queens,11104,40.742572,-73.922603,2,26,18102,4540402,4001690006,Hunters Point-Sunnyside-West Maspeth
06/02/2016,,Ready New York Fair,St. Johns Episcopal Hospital Parking Lot,327 Beach 19th Street Far Rockaway,Queens,11691,40.598561,-73.75276,14,31,99801,4430537,4156360001,Far Rockaway-Bayswater
06/02/2016,,Ready School of the Year,PS 90,86-50 109th St.,Queens,11418,40.697033,-73.839213,9,32,128,4192167,4092040028,Richmond Hill
06/01/2016,,Ready NY for Tweens,MS 294 Q,18-25 212 street,Queens,11360,40.782298,-73.779099,7,19,99704,4131147,4058650050,Ft. Totten-Bay Terrace-Clearview
05/27/2016,,Citizen Preparedness Training,Adam Clayton Powell Jr State Office Building,163 W 125 St,Manhattan,10027,40.808644,-73.947524,10,9,222,1081602,1019100001,Central Harlem South
05/27/2016,,Kid's Health Fair,MS 72,133-25 Guy R. Brewer Blvd,Queens,11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,Springfield Gardens North
05/26/2016,,Summer Storms,Park Slope Center for Successfully Aging,463 7 Street,Brooklyn,11215,40.668419,-73.981201,6,39,153,3021748,3009950051,Park Slope-Gowanus
05/26/2016,,PTA Meeting,PS 148 Q,89-020 32nd Ave,Queens,11369,40.758388,-73.87897,3,25,339,,,Jackson Heights
05/26/2016,,Youth Preparedness,PS 9,80 Underhill Ave,Brooklyn,11238,40.678297,-73.965541,8,35,205,3028204,3011450026,Prospect Heights
05/26/2016,,Pre-K Preparedness,PS 9,80 Underhill Ave,Brooklyn,11238,40.678297,-73.965541,8,35,205,3028204,3011450026,Prospect Heights
05/25/2016,,Monthly Meeting,Melrose Houses,286 E 156,Bronx,,,,,,,,,
05/25/2016,,EOC/IDHU Visit,NYCEM Headquarters,165 Cadman Plaza East,Brooklyn,11201,40.698767,-73.98987,2,33,13,3000172,3000850006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
05/25/2016,,Ready Girl,International School of Brooklyn,477 Court Street,Brooklyn,11231,40.676658,-73.998634,6,39,77,3391215,3004720001,Carroll Gardens-Columbia Street-Red Hook
05/25/2016,,Pathways to Graduation Fair,Riverbank State Park,679 Riversid Drive,Manhattan,,,,,,,,,
05/24/2016,,Summer Storm,RAIN Boston Road Senior Center,2424 Boston Road,Bronx,10467,40.861733,-73.866616,11,13,330,2093401,2044310001,Bronxdale
05/24/2016,,BINA Disability and Rehabilitation Expo,BINA,780 McDonald Ave,Brooklyn,11218,40.634842,-73.977914,12,39,478,,,Borough Park
05/24/2016,,10th Annual Procurement Fair,101 BNY Mellon,101 Barclay St,Brooklyn,,,,,,,,,
05/24/2016,,Pre-K Preparedness,Pre-K Center at St. Theresa's,50-15 44th Street,Queens,11377,40.737134,-73.92179,2,26,187,4437370,4022940026,Hunters Point-Sunnyside-West Maspeth
05/24/2016,,Ready Girl,Tilden Cornerstone,630 Mother Gaston Blvd,Brooklyn,11212,40.663471,-73.905278,16,41,912,3326549,3035760001,Brownsville
05/24/2016,,RNY ESOL Presentation,Northern Manhattan Head Start,531 W. 155th Street,Manhattan,10032,40.831997,-73.943975,12,7,241,1084190,1021140058,Washington Heights South
05/24/2016,,RNY ESOL Presentation,Flushing YMCA,138-46 Northern Blvd,Queens,11354,40.764119,-73.827142,7,20,865,4113292,4050100038,Flushing
05/23/2016,,Youth Preparedness,PS 189,2580 Amsterdam Avenue,Manhattan,10040,40.852631,-73.927604,12,10,277,1076750,1021590051,Washington Heights North
05/23/2016,,Senior Fair,UJA Federation Fair,130 East 59 Street 7th Floor,Manhattan,10022,40.762367,-73.96854,5,4,11203,1087267,1013137502,Turtle Bay-East Midtown
05/22/2016,,Ride Into Summer Street Fair,JCC of Marine Park,3415 Quentin Rd,Brooklyn,11234,40.613824,-73.938082,18,46,646,3212283,3077070001,Georgetown-Marine Park-Bergen Beach-Mill Basin
05/21/2016,,Americorps in Service Training 3: Diaster Preparedness,Parker Jewish Institute,271-11 76th Ave,Queens,11040,40.754094,-73.705976,13,23,155102,4173982,4085200175,Glen Oaks-Floral Park-New Hyde Park
05/21/2016,,Health and Education Resource Fair,IS 59,132-55 Ridgedale Street,Queens,11413,40.68173,-73.753429,12,27,352,4274083,4127230076,St. Albans
05/21/2016,,Child's Month,Good Hope Missionary Church,571 Liberty Avenue,Brooklyn,11207,40.675572,-73.888674,5,37,1198,3088302,3039640031,East New York
05/21/2016,,Family Resource Day,Port Richmond High School,85 St. Josephs Ave,Staten Island,10302,40.634573,-74.141818,1,49,213,5026076,5011210001,Port Richmond
05/10/2016,,Franklin K Lane Student Health Fair,Franklin K. Lane Educational Campus,999 Jamaica Ave,Brooklyn,11208,40.691146,-73.868328,5,37,1180,3090738,3040940001,park-cemetery-etc-Brooklyn
05/21/2016,,Discussion/Presentation on Diaster Preparedness,Floyd Bennett American Legion Post,5601 Ave N (Ave N & E 56st),Brooklyn,11234,40.619325,-73.920959,18,46,690,3220323,3078810003,Flatlands
05/20/2016,,Summer Storms,Homecrest Bensonhurst Senior Center,7907 New Utrecht Avenue,Brooklyn,11214,40.612279,-74.000933,11,43,276,3162717,3062720007,Bensonhurst West
05/20/2016,,Americorps in Service Training 3: Diaster Preparedness,Parker Jewish Institute,271-11 76th Ave,Queens,11040,40.754094,-73.705976,13,23,155102,4173982,4085200175,Glen Oaks-Floral Park-New Hyde Park
05/20/2016,,Ready Girl,PS 23,2151 Washington Avenue,Bronx,10457,40.85294,-73.894742,6,15,395,2090472,2030370079,Claremont-Bathgate
05/19/2016,,Science Family Fun Night,I.S. 24,225 Cleveland Avenue,Staten Island,10308,40.545281,-74.14632,3,51,13203,5065854,5051530108,Great Kills
05/19/2016,,Youth Preparedness,PS 205,6701 20th Ave,Brooklyn,11204,40.61527,-73.987149,11,47,256,3134749,3055710001,Bensonhurst West
05/19/2016,,Central Queens Library ALC Partnership Fair,Central Queens Library,89-11 Merrick Rd,Queens,,,,,,,,,
05/19/2016,,Ready Girl Comic Book Launch,Camp Friendship,337 8th Avenue,Brooklyn,11215,40.669124,-73.976396,6,39,165,,,Park Slope-Gowanus
05/19/2016,,Youth Preparedness,P.S. 140,123 Ridge St,Manhattan,10002,40.71925,-73.983056,3,1,2201,1004091,1003440001,Lower East Side
05/18/2016,,Youth Preparedness,PS 167,1025 Eastern Parkway,Brooklyn,11213,40.669001,-73.934635,8,35,353,3037303,3013890035,Crown Heights North
05/18/2016,,2nd Annual Multi-Agency Town Hall Meeting,John Dewey High school,50 Avenue X,Brooklyn,11223,40.589268,-73.981738,13,47,308,3194998,3071850020,Gravesend
08/17/2013,,Family Day at NYCHA,Red Hook West and East,62 Mill St./55 Dwight St.,Brooklyn,,,,,,,,,
05/18/2016,,Youth Preparedness,PS 4,500 W. 160th St.,Manhattan,10032,40.834899,-73.941085,12,7,245,1062792,1021180022,Washington Heights South
05/17/2016,,BB Independence Tower Senior Center,BB Independence Tower Senior Center,114 Taylor Street,Brooklyn,11249,40.705508,-73.963702,1,33,545,3059905,3021760001,Williamsburg
05/17/2016,,Tween Preparedness,Jonas Bronck Academy,400 E Fordham Road,Bronx,10458,40.861668,-73.891337,6,15,38302,2116415,2030337501,Fordham South
05/17/2016,,Brooklyn Adult Learning Center ESOL Information Session,Brooklyn Adult Learning Center,"475 Nostrand Ave,",Brooklyn,11216,40.681233,-73.949737,3,36,249,3053020,3018440001,Bedford
05/16/2016,,Citizen Preparedness Training,PS 345,111 Berriman St,Brooklyn,11208,40.676129,-73.880337,5,37,1192,3088734,3039900001,East New York
05/16/2016,,RNY ESOL Presentation,YMCA Flushing,138-46 Northern Blvd,Queens,11354,40.764119,-73.827142,7,20,865,4113292,4050100038,Flushing
05/15/2016,,Romania Day Festival,Financial District,Liberty Street to Battery Park / Bowling Green Plaza,Manhattan,,,,,,,,,
05/14/2016,,Joy (in) Wellness Extravaganza Too,Lower East Side Family Union,130 E 101 St,Manhattan,10029,40.789308,-73.949225,11,8,166,1051816,1016280062,East Harlem South
05/14/2016,,Ready New York Fair,Bronx Writing Academy,270 E 167th St,Bronx,10456,40.833131,-73.914027,4,16,175,2002410,2024380050,East Concourse-Concourse Village
05/14/2016,,Bronx Family Fun Day,P188X@ The Mott Haven Campus,730 Concourse Village West,Bronx,10451,40.82231,-73.923829,4,17,61,2103486,2024430078,East Concourse-Concourse Village
05/13/2016,,Career Day,PS IS 102,55-24 Van Horn Street,Queens,11373,40.733514,-73.877857,4,25,479,4437597,4028790031,Elmhurst-Maspeth
05/13/2016,,Career Day,"Queens College School for Math, Science, and Technology",148-20 Reeves Ave,Queens,11367,40.739246,-73.822057,8,24,809,4467571,4065070150,Kew Gardens Hills
05/13/2016,,Concepts in Care Conference,NY Hilton Midtown,1335 Avenue of the Americas,Manhattan,10019,40.762218,-73.978742,5,4,131,1023163,1010067502,Midtown-Midtown South
05/13/2016,,Senator Lanza - Annual Special Education Fair,JCC of Staten Island,1466 Manor Rd,Staten Island,10314,40.594454,-74.125677,2,50,181,5141743,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
05/13/2016,,Ready NY for Pre-K,PS 120 Q,"PS 120, 58-01 136th St.",Queens,,,,,,,,,
05/13/2016,,Youth Preparedness,PS 120 Q,"PS 120, 58-01 136th St.",Queens,,,,,,,,,
05/13/2016,,IS 73 Law Day,Is 73Q,"70-02 54th Ave,",Queens,11378,40.729215,-73.893624,5,30,49302,4058611,4025030031,Maspeth
05/12/2016,,Community Health Fair,PS 65,103-22 99th St,Queens,11417,40.68259,-73.841202,10,32,4002,4438525,4091210011,Ozone Park
05/12/2016,,Parent Teacher Conference Night,PS 94,3530 Kings College Place,Bronx,10467,40.880522,-73.87572,7,11,431,2018628,2033560042,Norwood
05/12/2016,,Citizen Preparedness Training,Child Development Support Corp,352 Classon Ave,Brooklyn,11238,40.688478,-73.959936,2,35,231,3335008,3019480035,Clinton Hill
05/11/2016,,Emergency Preparedness for people who are blind,Helen Keller,"57 Willoughby St, 6 Floor",Brooklyn,11201,40.692217,-73.986665,2,33,11,3000338,3001470036,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
05/11/2016,,Ready NY for John Jay,NYC EM,165 Cadman Plaza East,Brooklyn,11201,40.698767,-73.98987,2,33,13,3000172,3000850006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
05/11/2016,,RNY ESOL Presentation,Central Queens Library,89-11 Merrick Blvd,Queens,11432,40.707865,-73.795295,12,27,460,4209635,4097980006,Jamaica
05/10/2016,,Citizen Preparedness Training,Greater Holy Tabernacle Church,3780 Third Ave,Bronx,10456,40.8368,-73.902234,3,16,169,2009634,2029270013,Claremont-Bathgate
05/07/2016,,Earth Awareness Day Fair,Broadway between 35 and 39 streets,Broadway between 35 and 39 streets,Manhattan,,,,,,,,,
05/07/2016,,Rockaway Waterfront Alliance Earth Day,Rockaway Institute for A Sustainable Enviroment,58-03 Rockaway Beach Blvd (B59th St).,Queens,11692,40.592098,-73.78784,14,31,97202,4302052,4159260044,Hammels-Arverne-Edgemere
05/07/2016,,At the Carnival,Crispus Attuck Elementary School,180 Chauncey Street,Brooklyn,11233,40.680727,-73.926597,3,36,381,3047914,3016920017,Crown Heights North
05/07/2016,,EOC Visit,NYCEM Headquarters,165 Cadman Plaza East,Brooklyn,11201,40.698767,-73.98987,2,33,13,3000172,3000850006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
05/07/2016,,7th Annual Health Fair and Family Day,Sunset Park Recreation Center,7th Ave at 43rd Street,Brooklyn,,,,,,,,,
05/06/2016,,Summer Storm,CCNS Peter Dellamonica Senior Center,23-56 Broadway,Queens,11106,40.764285,-73.930011,1,22,53,4006560,4005660050,Astoria
05/06/2016,,Ready NY for High School,Cathedral Preparatory School,56-25 92nd Street,Queens,11373,40.736195,-73.869956,4,25,683,4046340,4018720007,Elmhurst
05/06/2016,,Brooklyn School for Collaborative Studies,Brooklyn School for Collaborative Studies,610 Henry Street,Brooklyn,11231,40.68007,-74.001377,6,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook
05/06/2016,,Annual CLIP Teacher Conference,Adam Clayton Powell State Building,"163 W 125 St, 6th Floor",Manhattan,10027,40.808644,-73.947524,10,9,222,1081602,1019100001,Central Harlem South
05/06/2016,,Summer Storms,23-56 Broadway,23-56 Broadway,Queens,11106,40.764285,-73.930011,1,22,53,4006560,4005660050,Astoria
05/05/2016,,Pre-K Preparedness,PS 85,23-70 31st Street,Queens,11105,40.772863,-73.914708,1,22,115,4017485,4008420031,Steinway
05/05/2016,,RNY ESOL Presentation,1560 Purdy St,1560 Purdy Street,Bronx,10462,40.837931,-73.853524,9,18,222,2041247,2039480055,Parkchester
05/04/2016,,Ready Girl,PS MS 19,144-39 Gravett Road,Queens,11367,40.735275,-73.823778,8,24,809,4448708,4065070001,Kew Gardens Hills
05/04/2016,,M/WBE Open House and Networking,"Adam Clayton Powell Jr State Office Bldg, Art Gallery",163 W 125 St,Manhattan,10027,40.808644,-73.947524,10,9,222,1081602,1019100001,Central Harlem South
05/04/2016,,Citizen Preparedness Training,Fort Hamilton Chapel,219 Grimes Rd,Brooklyn,11209,40.607167,-74.02888,10,43,164,3345730,3061530001,Bay Ridge
05/04/2016,,Career Day at Yung Wing School,PS 124 the Yung Wing School,40 Division,Manhattan,,,,,,,,,
05/03/2016,,Emergency Preparedness for DAFN,SkaMarin,301 E 99 St,Manhattan,10029,40.786032,-73.945335,11,8,164,1089704,1016710001,East Harlem South
03/31/2016,,Pre-K Preparedness,PS IS 78 Q,189-10 Radnor Road,Queens,11423,40.724479,-73.777454,8,23,1277,4156558,4072770001,Jamaica Estates-Holliswood
05/03/2016,,RNY Business,Laguardia Community College,30-20 Thomson Avenue - B-201,Queens,,,,,,,,,
05/03/2016,,RNY ESOL Presentation,"2125 Glebe Ave, Senior Center",2125 Glebe Ave,Bronx,10462,40.8351,-73.850368,10,18,20601,2041406,2039630043,Westchester-Unionport
05/02/2016,,Youth Preparedness,PS 101 K,2360 Benson Avenue,Brooklyn,11214,40.597863,-73.991693,11,47,302,3185973,3068750032,Bensonhurst East
04/30/2016,,World Tai Chi & Qiqong Day,Mullaly Park,Jerome Ave and 164th St,Bronx,,,,,,,,,
