Event Date,Type,Event,Location,Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
10/14/2016,RNY Fair (FAIR),New York Presbyterian Emergency Preparedness Day,New York Presbyterian Columbia University,177 Fort Washington,Manhattan,,,,,,,,,
10/14/2016,RNY Fair (FAIR),New York Presbyterian Emergency Preparedness Day,New York Prebyterian Lower Manhattan,83 Gold Street,Manhattan,10038,40.709977,-74.00448,101,1,1501,1001352,1001000001,Battery Park City-Lower Manhattan
10/14/2016,RNY Fair (FAIR),Continuity Insights Conference,Wyndham New Yorker,481 8th Ave,Manhattan,10001,40.752295,-73.993402,104,3,111,1013561,1007580037,Hudson Yards-Chelsea-Flatiron-Union Square
10/13/2016,RNY for Kids (KIDS),Ready Girl,PS 196K,207 Bushwick Ave,Brooklyn,11206,40.708723,-73.940002,301,34,485,3071024,3030460001,Bushwick South
10/13/2016,RNY General Presentation (GEN),Holly Civic Association Meeting,Flushing Medical Center,146-01 45 Avenue,Queens,11355,40.754864,-73.816833,407,20,861,4117368,4051990021,East Flushing
10/13/2016,RNY Fair (FAIR),HUD Action Plan Amendment Town Halls,"SIUH North Campus, Regina McGinn Education and Conference Center",475 Seaview Avenue,Staten Island,10305,40.583953,-74.08693,502,50,70,5049717,5033550032,Old Town-Dongan Hills-South Beach
10/13/2016,RNY Fair (FAIR),Continuity Insights Conference,Wyndham New Yorker,481 8th Ave,Manhattan,10001,40.752295,-73.993402,104,3,111,1013561,1007580037,Hudson Yards-Chelsea-Flatiron-Union Square
10/12/2016,RNY General Presentation (GEN),General Presentation for Older Adults,Queens Library at Rochdale Village,169-09 137 Avenue,Queens,11434,40.672568,-73.770994,412,28,33402,4270057,4124950175,Springfield Gardens North
10/12/2016,RNY General Presentation (GEN),Emergency Preparedness Presentation for Women on Wheels Mt. Sinai Hospital,Mt. Sinai Hospital,5 E 102nd Street,Manhattan,10029,40.791571,-73.952597,111,8,168,1051492,1016080005,East Harlem South
10/12/2016,RNY for Kids (KIDS),Ready NY for Kids and Parents,LaGuardia Community College,31-10 Thomson Ave,Queens,11101,40.744902,-73.935022,402,26,179,4003534,4002780001,Hunters Point-Sunnyside-West Maspeth
10/11/2016,RNY General Presentation (GEN),National Multiple Sclerosis Society,Calvary Hospital,1740 Eastchester Rd,Bronx,10461,40.847419,-73.844792,211,13,284,2047124,2042260006,Van Nest-Morris Park-Westchester Square
10/11/2016,RNY General Presentation (GEN),Chinese Senior Presentation,Yee Hong Senior Club,156-03 Horace HArding Expressway,Queens,11367,40.738948,-73.812113,407,20,1215,4146290,4067340001,Queensboro Hill
10/11/2016,RNY Hurricane (H),Gunhill Civic Community Meeting,"Power of Faith Ministries Bldg, 1st Floor",976 East Gun Hill Road,Bronx,10469,40.874895,-73.858653,212,12,370,2057165,2046360036,Williamsbridge-Olinville
10/11/2016,RNY General Presentation (GEN),Be Ready General RNY Presentation,Joseph J. Yancey Jr. Houses,140-146 West 142nd Street Lobby,Manhattan,10030,40.819157,-73.939173,110,9,230,1060096,1020100050,Central Harlem North-Polo Grounds
10/09/2016,RNY Fair (FAIR),Comic Con,Javits Center,655 W 34th Street,Manhattan,10001,40.756563,-74.003808,104,3,99,1067973,1006800001,Hudson Yards-Chelsea-Flatiron-Union Square
10/08/2016,RNY Fair (FAIR),Women's Committee Health & Wellness Fair 2016,CWA Local 180 Women's Committee,"6 Harrison St, Lower Level",Manhattan,10013,40.718691,-74.009253,101,1,39,1066447,1001817503,SoHo-TriBeCa-Civic Center-Little Italy
10/08/2016,RNY Fair (FAIR),Ready Girl at Comic Con,Javits Center,655 W 34th Street,Manhattan,10001,40.756563,-74.003808,104,3,99,1067973,1006800001,Hudson Yards-Chelsea-Flatiron-Union Square
10/07/2016,RNY General Presentation (GEN),Emergency Preparedness,Village View Senior Services,175 E 4 St,Manhattan,10009,40.724528,-73.985461,103,2,32,1077559,1004320001,East Village
10/07/2016,RNY Fair (FAIR),Comic Con,Javits Center,655 W 34th Street,Manhattan,10001,40.756563,-74.003808,104,3,99,1067973,1006800001,Hudson Yards-Chelsea-Flatiron-Union Square
10/07/2016,RNY General Presentation (GEN),Ready New York Presentations for Seniors,PSS Morrisania,3135 Park Ave. E. 20th Floor,Bronx,,,,,,,,,
10/06/2016,RNY Fair (FAIR),Ready Girl at Comic Con,Javits Center,655 W 34th Street,Manhattan,10001,40.756563,-74.003808,104,3,99,1067973,1006800001,Hudson Yards-Chelsea-Flatiron-Union Square
10/06/2016,RNY Fair (FAIR),Presentation for Lifestyles for the Disabled,Lifestyles for the Disabled,884 Targee Street,Staten Island,10304,40.606875,-74.090244,502,50,50,5046160,5031520052,Grasmere-Arrochar-Ft. Wadsworth
10/05/2016,RNY Fair (FAIR),Wagner Public Safety Day,Wagner College,One Campus Road,Staten Island,,,,,,,,,
10/05/2016,RNY General Presentation (GEN),General Presentation,New York District Council of Carpenters,395 Hudson Street (5th Floor Training Center),Manhattan,10014,40.729135,-74.007043,102,3,69,1010382,1006007501,West Village
10/05/2016,RNY General Presentation (GEN),NYU Langone Initiative for Women with Disabilties Presentation,NYU Langone,"359 Second Ave, 1st Floor",Manhattan,10010,40.736429,-73.981983,106,2,64,1019620,1009010034,Gramercy
10/05/2016,RNY Fair (FAIR),HUD Action Plan Amendment Town Hall,Beach Channel Educational Campus Auditorium,100-00 Beach Channel Drive,Queens,11694,40.586066,-73.822624,414,32,94201,4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
10/04/2016,RNY Fair/Presentation (FP),Citizen Preparedness Training,Christian Pentecostal Church,900 Richmond Rd,Staten Island,10304,40.60499,-74.092554,502,50,50,5046375,5031680039,Grasmere-Arrochar-Ft. Wadsworth
10/04/2016,RNY General Presentation (GEN),Ready NY Staff Presentation,Bronx Independent Living Services,"4419 Third Avenue, Suite 2C",Bronx,10457,40.851846,-73.893031,206,15,37504,2011533,2030480046,East Tremont
10/03/2016,RNY General Presentation (GEN),General Ready NY Presentation,Harmony JVL Innovative Senior Center,27-40 Hoyt Avenue South,Queens,11102,40.771857,-73.9198,401,22,69,4537921,4008390001,Old Astoria
10/02/2016,RNY General Presentation (GEN),Waterfront Alliance Lecture Series: Ready New York,Rockaway Waterfront Alliance,58-03 Rockaway Beach Blvd,Queens,11692,40.592098,-73.78784,414,31,97202,4302052,4159260044,Hammels-Arverne-Edgemere
10/01/2016,RNY Fair (FAIR),The Health and Wellness Fair,Bethany Baptist Church,112-06 Sutphin Blvd,Queens,11435,40.687358,-73.794709,412,28,190,4258993,4119660001,Baisley Park
09/30/2016,RNY Fair (FAIR),Emergency Preparedness Fair at JFK,Terminal 5 JFK,JFK International Airport,Queens,11430,40.648321,-73.788281,483,28,716,4000000,4142600001,Airport
09/30/2016,RNY General Presentation (GEN),Ready NY for Staff,La Scuola D' Italia,406 E. 67th Street,Manhattan,10065,40.764428,-73.957897,108,5,116,1081230,1014610001,Lenox Hill-Roosevelt Island
09/29/2016,RNY Fair (FAIR),One Brooklyn Resource Fair,Brooklyn Borough Hall,209 Joralemon St.,Brooklyn,11201,40.692476,-73.990487,302,33,11,3000256,3001390001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
07/22/2019,RNY for Kids (KIDS),READY GIRL,PS 165 IDA POSNER,76 Lott Ave,Brooklyn,11212,40.65744,-73.911053,316,42,896,3082726,3036220023,Brownsville
09/29/2016,RNY General Presentation (GEN),Ready New York Presentation,Raices Gowanus Senior Center,420 Baltic Street,Brooklyn,11217,40.683646,-73.988783,306,33,71,3336072,3004040001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
09/29/2016,RNY General Presentation (GEN),Senior ESOL Presentation,Wyckoff Gardens Senior Center,280 Wyckoff Street,Brooklyn,11217,40.683365,-73.983941,306,33,127,3336056,3003940001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
09/29/2016,RNY Fair (FAIR),Barnard Preparedness and Prevention Day Fair,Barnard College,3009 Broadway,Manhattan,10027,40.809086,-73.963121,109,7,205,1082351,1019890001,Morningside Heights
09/29/2016,RNY Fair (FAIR),Disney/ABC/ESPN Emergency Preparedness Fair,The Walt Disney Company,77 West 66th Street,Manhattan,10023,40.773247,-73.980691,107,6,153,1082810,1011190008,Lincoln Square
09/29/2016,RNY Fair/Presentation (FP),Citizen Preparedness Training,Susan S. McKinney Center,101 Park Ave,Brooklyn,11205,40.696324,-73.97578,302,35,211,3057942,3020280001,Fort Greene
09/29/2016,RNY General Presentation (GEN),Forum: Emergencies Happen. Are You Ready Harlem?,Frederick E Samuel Community Democratic Club,180 W 135 St,Manhattan,10030,40.815114,-73.943263,110,9,228,1058250,1019190053,Central Harlem North-Polo Grounds
09/29/2016,RNY Fair (FAIR),National Preparedness Month with Councilman Kallos,Good Shepherd Community Center,543 Main St,Manhattan,10044,40.761674,-73.949842,108,5,23801,1083200,1013730001,Lenox Hill-Roosevelt Island
09/28/2016,RNY Fair (FAIR),Health and Wellness Fair for Students and Staff,CUNY School of Professional Studies,119 W 31 St,Manhattan,10001,40.748238,-73.989952,105,3,101,1015181,1008070028,Midtown-Midtown South
09/28/2016,RNY Fair (FAIR),Health and Wellness Senior Expo,Diana H. Jones Innovative Senior Center,9 Noll Street,Brooklyn,11206,40.700163,-73.935675,304,34,391,3387594,3031450100,Bushwick South
09/28/2016,RNY Fair/Presentation (FP),General RNY Presentation & Fair,Queens Library at Glen Oaks,256-04 Union Turnpike,Queens,11004,40.745388,-73.715036,413,23,157902,4177530,4086930010,Glen Oaks-Floral Park-New Hyde Park
09/28/2016,RNY Fair (FAIR),Student Opportunities Fair,Urban Assembly School for Emergency Management,411 Pearl St.,Manhattan,10038,40.711442,-74.000851,101,1,29,1001388,1001130100,Chinatown
09/28/2016,RNY Fair (FAIR),RNY Fair 1211 Avenue of the Americas,1211 Avenue of the Americas,1211 Avenue of the Americas,Manhattan,10036,40.758393,-73.981537,105,4,125,1022678,1010000029,Midtown-Midtown South
09/26/2016,RNY Fair (FAIR),Emergency Preparedness Fair,Jet Blue Headquarters,27-01 Queens Plaza North,Queens,11101,40.750561,-73.939315,401,26,33,4005016,4004160010,Queensbridge-Ravenswood-Long Island City
09/26/2016,RNY Fair/Presentation (FP),Citizen Preparedness Training,Stanley M. Isaacs Neighborhood Center,415 E 93 St,Manhattan,10128,40.780904,-73.945112,108,5,152,1082367,1015730001,Yorkville
09/25/2016,RNY Fair (FAIR),Ready New York Fair,Amsterdam Ave between 106th and 110th Streets,Amsterdam Ave between 106th and 110th Streets,Manhattan,,,,,,,,,
09/24/2016,RNY Fair (FAIR),Staten Island Children's Museum,Staten Island Children's Museum,1000 Richmond Terrace,Staten Island,10310,40.645232,-74.104674,501,49,97,5000000,5000760200,West New Brighton-New Brighton-St. George
09/24/2016,RNY Fair (FAIR),Key to the City,PS 24,427 38th Street,Brooklyn,11232,40.652701,-74.004743,307,38,84,3346119,3007010001,Sunset Park West
09/24/2016,RNY Fair (FAIR),Hero's Hope,Church at Gateway,200 Boscombe Ave,Staten Island,10309,40.524646,-74.23137,503,51,226,5118310,5075770003,Charleston-Richmond Valley-Tottenville
09/24/2016,RNY Fair (FAIR),Moon Festival,Sunset Park Recreation Center,7th Ave and 43rd Street,Brooklyn,,,,,,,,,
09/24/2016,RNY Fair/Presentation (FP),Edgemere Workshop,Beach 41st Street Community Center,426 Beach 40 St,Queens,11691,40.596249,-73.772408,414,31,97203,4302129,4159550003,Hammels-Arverne-Edgemere
09/22/2016,RNY General Presentation (GEN),Presentation to Staff,HPD HQ,100 Gold St,Manhattan,10038,40.710353,-74.004007,101,1,1501,1001289,1000940025,Battery Park City-Lower Manhattan
09/22/2016,RNY General Presentation (GEN),Senior ESOL Presentation,Wyckoff Gardens Senior Center,280 Wyckoff Street,Brooklyn,11217,40.683365,-73.983941,306,33,127,3336056,3003940001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
09/22/2016,RNY General Presentation (GEN),General RNY Presentation,Commission for the Blind,80 Maiden Lane-23rd Floor,Manhattan,,,,,,,,,
09/22/2016,RNY Fair/Presentation (FP),Citizen Preparedness Training,Joseph Miccio Center,110 W 9 St,Brooklyn,11231,40.676024,-74.002318,306,38,85,3339411,3005380001,Carroll Gardens-Columbia Street-Red Hook
09/22/2016,RNY General Presentation (GEN),Emergency Preparedness for Staff,DFTA,2 Lafayette,Manhattan,,,,,,,,,
09/21/2016,RNY General Presentation (GEN),Hurricane Presentation,Tompkins Park Neighborhood Senior Center,550 Greene Avenue,Brooklyn,11216,40.688666,-73.948775,303,36,251,3050417,3017980040,Bedford
09/21/2016,RNY General Presentation (GEN),Urban Fellows Tour,NYC EM,165 Cadman Plaza East,Brooklyn,11201,40.698767,-73.98987,302,33,13,3000172,3000850006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
09/21/2016,RNY Fair (FAIR),Kings County Hospital Community Fair,Kings County Hospital,"451 Clarkson Ave, T Building Auditorium",Brooklyn,11203,40.655762,-73.94458,309,40,808,3327711,3048290001,Prospect Lefferts Gardens-Wingate
09/21/2016,RNY Fair (FAIR),Sony's Safety Fair,Sony,"25 Madison Ave, 28 Floor",Manhattan,10010,40.742046,-73.987117,105,2,56,1088910,1008547501,Hudson Yards-Chelsea-Flatiron-Union Square
09/21/2016,RNY Fair (FAIR),National Preparedness Month at 30 Rock,NBC Universal,"30 Rockfeller Plaza, Cafe",Manhattan,,,,,,,,,
09/20/2016,RNY Fair/Presentation (FP),Citizen Preparedness Training,JCC of Staten Island,1466 Manor Rd,Staten Island,10314,40.594454,-74.125677,502,50,181,5141743,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
09/20/2016,RNY Fair (FAIR),M/WBE Open House/Networking Event,Jamaica Center for Arts and Learning,161-4 Jamaica Ave,Queens,11432,40.704025,-73.798437,412,27,44601,4215617,4101010011,Jamaica
09/20/2016,RNY General Presentation (GEN),Emergency Preparedness,CUNY Graduate Center,365 5 Ave,Manhattan,10016,40.748822,-73.984268,105,4,74,1017097,1008647502,Midtown-Midtown South
09/18/2016,RNY Fair (FAIR),"Adoptapalooza, Celebrating ASPCA 150th Anniversary",Union Square,Broadway and Fourth Ave,Manhattan,,,,,,,,,
09/18/2016,RNY Fair (FAIR),Ready New York Fair,Amsterdam Ave Street Fair,Amsterdam Ave between 106th and 110th Streets,Manhattan,,,,,,,,,
09/18/2016,RNY Fair (FAIR),Bronx Zoo Family Fun Day,Bronx Zoo,2300 Southern Blvd,Bronx,10460,40.850562,-73.882453,206,15,334,2116700,2031200020,park-cemetery-etc-Bronx
09/17/2016,RNY for Kids (KIDS),Back to School Expo Event,Child Development Support Corporation,352-358 Classon Ave,Brooklyn,11238,40.688478,-73.959936,302,35,231,3335008,3019480035,Clinton Hill
09/17/2016,RNY Fair/Presentation (FP),Citizen Preparedness Training,The Church of Latter Day Saints,828 60 St,Brooklyn,11220,40.635022,-74.008795,312,38,118,3141160,3057140018,Sunset Park East
09/16/2016,RNY for Kids (KIDS),Workshop for Youth,St. Dominic's Foster Boarding Home,853 Longwood Ave,Bronx,10459,40.819315,-73.901241,202,17,87,2115863,2026890048,Longwood
09/15/2016,RNY Fair (FAIR),Protecting One Another: Pets and Service Animals Preparedness Event,Walt Whitman Park in front of NYCEM HQ,165 Cadman Plaza East,Brooklyn,11201,40.698767,-73.98987,302,33,13,3000172,3000850006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
09/15/2016,RNY Fair (FAIR),Annual Health Fair,New York City Employees Retirement System,335 Adams Street,Brooklyn,11201,40.693565,-73.988908,302,33,11,3000259,3001407501,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
09/15/2016,RNY Fair (FAIR),Preparedness Fair for Staff,"L&L Holding Company, LLC",222 Broadway,Manhattan,10038,40.711313,-74.008661,101,1,1501,1001245,1000890012,Battery Park City-Lower Manhattan
09/14/2016,RNY Fair (FAIR),RNY at a Business,Mitchell & Associates,635-641 Avenue of the Americas,Manhattan,10011,40.740581,-73.994504,104,3,87,1014731,1007950037,Hudson Yards-Chelsea-Flatiron-Union Square
09/14/2016,RNY General Presentation (GEN),Community Board 1 Staten Island,All Saints Episcopal Church,2329 Victory Blvd,Staten Island,10314,40.611145,-74.142053,501,50,18901,5012794,5004740036,Westerleigh
09/14/2016,RNY General Presentation (GEN),Emergency Preparedness,Catholic Guardian Services,1011 First Ave,Manhattan,10022,40.757271,-73.963692,106,5,108,1039972,1013480023,Turtle Bay-East Midtown
09/14/2016,RNY General Presentation (GEN),Emergency Preparedness Presentation,IAHD,2213 East Tremont Avenue,Bronx,10462,40.84208,-73.856829,211,13,238,2043258,2040420247,Van Nest-Morris Park-Westchester Square
09/14/2016,RNY Fair (FAIR),Emergency Preparedness for Staff Fair,Pfizer NY HQ,"235 E 42 St, Cafeteria",Manhattan,10017,40.750214,-73.973108,106,4,88,1037552,1013160023,Turtle Bay-East Midtown
09/14/2016,RNY Business (B),Business Presentation,B.B. King Blues Club & Grill,237 West 42nd Street,Manhattan,10036,40.756785,-73.988702,105,3,119,1087142,1010140001,Midtown-Midtown South
09/13/2016,RNY Fair (FAIR),Constituent Hours with Senator Serrano,BronxWorks NORC Senior Center at River Park Towers,20 Richman Plaza,Bronx,10453,40.851755,-73.922736,205,16,53,2127134,2028820229,University Heights-Morris Heights
09/13/2016,RNY for Kids (KIDS),Ready Girl at Woodhull Hospital,Woodhull Medical Center,760 Broadway,Brooklyn,11206,40.700528,-73.941604,303,36,28501,3048341,3017230001,Bushwick South
09/13/2016,RNY Fair (FAIR),Preparedness Fair at Gap,Gap Inc. HQ,55 Thomas Street,Manhattan,10013,40.716759,-74.007143,101,1,33,1001622,1001480015,SoHo-TriBeCa-Civic Center-Little Italy
09/13/2016,RNY Fair (FAIR),Emergency Preparedness Fair for Staff,Shearman & Sterling LLC,599 Lexington Ave,Manhattan,10022,40.758275,-73.971055,106,4,100,1036467,1013070023,Turtle Bay-East Midtown
09/11/2016,RNY Fair (FAIR),Grandparents' Day Celebration Fair,St. Paul Community Baptist Church,859 Hendrix St,Brooklyn,11207,40.660158,-73.88427,305,42,1104,3097692,3043540024,East New York
09/10/2016,RNY Fair (FAIR),Autism Speaks Walk,Randall's Island,Randall's Island,Manhattan,,,,,,,,,
09/10/2016,RNY Fair (FAIR),Community Day and Block Party,Saint Paul A.M.E Church,454 Essex St & Belmont Ave,Brooklyn,11208,40.672913,-73.88145,305,37,1166,3089273,3040190133,East New York
09/10/2016,RNY Fair (FAIR),Back to School Fair,PS 13 Roberto Clemente,557 Pennsylvania Avenue,Brooklyn,11207,40.663673,-73.893754,305,42,1126,3085070,3038230001,East New York (Pennsylvania Ave)
09/10/2016,RNY Fair/Presentation (FP),Citizen Preparedness Training,Bethel Gospel Assembly Church,2 E 120 St,Manhattan,10035,40.803117,-73.944364,111,9,198,1087768,1017467501,East Harlem North
09/10/2016,RNY Fair/Presentation (FP),Citizen Preparedness Training,The Church of Latter Day Saints,1218 Glenwood Rd,Brooklyn,11230,40.632055,-73.965269,314,45,528,3178925,3066870006,Flatbush
07/26/2019,RNY Fair (FAIR),Fun On 5th Weekend Walks,"Bay Ridge, Brooklyn",5th Avenue from Ovington to 81 Street,Brooklyn,,,,,,,,,
07/24/2019,RNY Fair (FAIR),Queens ACCES-VR Distrcit Office's 6th Annual Transitional Resource Fair,11-15 47th Avenue,11-15 47th Avenue,Queens,11101,40.744926,-73.950179,402,26,7,4000477,4000560018,Hunters Point-Sunnyside-West Maspeth
07/23/2019,RNY Fair/Presentation (FP),Citizen Preparedness Training,Riverbay Corporation,"2049 Bartow Ave, Room 31",Bronx,10475,40.869472,-73.828582,210,12,46201,2097466,2051410100,Co-op City
07/22/2019,RNY for Kids (KIDS),Summer Enrichment Program,"Lower Level, Seamen's Society for Children and Families building",50 Bay Street,Staten Island,10301,40.640901,-74.075766,501,49,3,5000034,5000050099,West New Brighton-New Brighton-St. George
07/21/2019,RNY Fair (FAIR),Our Lady of Mount Carmel Feast,Our Lady of Mount Carmel,275 N. 8th Street,Brooklyn,11211,40.715665,-73.952741,301,33,519,3061862,3023150033,North Side-South Side
07/20/2019,RNY Fair (FAIR),Annual 2019 Health Fair,Trinity Methodist Church,1148 Eastern Parkway,Brooklyn,11213,40.66874,-73.930187,309,41,349,3037578,3013970014,Crown Heights North
07/20/2019,RNY General Presentation (GEN),Brain Injury Association of NYS,AHRC Penthouse,83 Maiden Lane,Manhattan,10038,40.707443,-74.007607,101,1,1502,1001111,1000680007,Battery Park City-Lower Manhattan
07/19/2019,RNY Fair (FAIR),Staten Island Yankee Stadium 2nd Health & Fitness Night,Staten Island Yankee Stadium,75 Richmond Terrace,Staten Island,10301,40.644675,-74.077002,501,49,7,5157467,5000020020,West New Brighton-New Brighton-St. George
07/19/2019,RNY General Presentation (GEN),ABC's of Environmental Home Health Hazards Training,NYC Department of Health and Mental Hygiene,165 Worth Street,Manhattan,10013,40.714868,-74.001468,101,1,29,,,Chinatown
07/18/2019,RNY General Presentation (GEN),Senior Emergency Prep,"162-25 112th Rd Jamaica, NY 11433","162-25 112th Rd Jamaica, NY 11433",Queens,11433,40.689767,-73.786563,412,28,264,4607744,4121830035,South Jamaica
07/17/2019,RNY Fair (FAIR),Our Lady of Mount Carmel Feast,Our Lady of Mount Carmel,275 N 8 Street,Brooklyn,11211,40.715665,-73.952741,301,33,519,3061862,3023150033,North Side-South Side
07/17/2019,RNY Fair/Presentation (FP),Emergency Preparedness Fair/Presentation,Elmhurst Senior Center,75-01 Broadway,Queens,11373,40.746172,-73.890208,404,25,267,4036730,4014860013,Elmhurst
07/16/2019,RNY General Presentation (GEN),Preparing for Hurricane Season,Henry Street Settlement Senior Center,334 Madison Street,Manhattan,10002,40.713266,-73.983237,103,2,202,1077526,1002600001,Lower East Side
07/14/2019,RNY Fair (FAIR),2019 Staten Island Back to The Beach Celebration,Midland Beach,Midland Beach Promenade (Fr. Capodanno Blvd),Staten Island,10306,40.568052,-74.089911,595,50,11202,5000000,5038510001,New Dorp-Midland Beach
07/14/2019,RNY Fair (FAIR),NYC Disability Pride Parade,Union Square Park,69 E 17th Street,Manhattan,10003,40.736836,-73.989626,105,2,52,1016108,1008450002,Hudson Yards-Chelsea-Flatiron-Union Square
07/13/2019,RNY Fair (FAIR),Annual Health Education Community Fair,Bethel Deliverance Gospel Outdoor Venue,397 Rockaway Avenue,Brooklyn,11212,40.670302,-73.910888,316,41,906,3080674,3034890165,Brownsville
07/13/2019,RNY Fair (FAIR),City of Water Festival,"Kaiser Park, near Coney Island Creek",Bayview Ave and West 31st,Brooklyn,,,,,,,,,
07/13/2019,RNY Fair (FAIR),City of Water Day,Pier 16 & 17,"Pier 16 & 17, 89 South Street",Manhattan,10038,40.705387,-74.002831,101,1,1502,1077339,1000730008,Battery Park City-Lower Manhattan
07/13/2019,RNY Fair (FAIR),Miss Teen Brownsville Pageant,Brookdale Auditorium,"555 Rockaway Parkway,
Brooklyn, NY 11212",Brooklyn,11212,40.655263,-73.913582,317,42,890,3103616,3047180020,Rugby-Remsen Village
07/13/2019,RNY Fair (FAIR),10th Annual Chatpati Mela,77th St btw Roosevelt and 37th Ave,77th St btw Roosevelt and 37th Ave,Queens,,,,,,,,,
07/11/2019,RNY Fair (FAIR),Dyckman Senior Champions Fair,Dyckman Senior Center,195 Nagle Avenue,Manhattan,10034,40.861982,-73.92365,112,10,299,1080029,1022160001,Marble Hill-Inwood
07/10/2019,RNY General Presentation (GEN),Older Adults Workshop at NYCHA,Independence Senior Center,114 Taylor St.,Brooklyn,11249,40.705508,-73.963702,301,33,545,3059905,3021760001,Williamsburg
07/09/2019,RNY for Kids (KIDS),Graffiti Fellowship Summer Program,Graffiti Fellowship Church,2811 Mermaid Ave. 2nd Floor,Brooklyn,11224,40.575556,-73.994554,313,47,328,3412888,3070110047,Seagate-Coney Island
07/08/2019,RNY General Presentation (GEN),Preparing For Heat Wave,Narrows Senior Center,"933 54th Street 
Brooklyn, NY 11219",Brooklyn,11219,40.636979,-74.002882,312,38,116,3343065,3056660012,Borough Park
07/06/2019,RNY Fair (FAIR),Bringing the Peace in CB #3 Community and Resource Day,Fulton Ave East 169th Street,Fulton Ave East 169th Street,Bronx,,,,,,,,,
07/05/2019,RNY General Presentation (GEN),Emergency Preparedness Presentation for Older Adults,Frederick Douglass Senior Center,868 Amsterdam Avenue,Manhattan,10025,40.798169,-73.967371,107,7,191,1079429,1018740029,Upper West Side
07/03/2019,RNY General Presentation (GEN),Emergency Preparedness,Raices Corona Neighborhood Senior Center,107-24 Corona Avenue,Queens,11368,40.743551,-73.855705,404,21,439,4431694,4019420053,Corona
07/02/2019,RNY General Presentation (GEN),Emergency Management Training,ADAPT Community Network,"80 Maiden Lane,",Manhattan,10038,40.707116,-74.007329,101,1,7,1001015,1000420031,Battery Park City-Lower Manhattan
07/02/2019,RNY General Presentation (GEN),Creating Healthy Homes for Older Adults Training,NYC Department of Health and Mental Hygiene,125 Worht Street,Manhattan,,,,,,,,,
07/01/2019,RNY General Presentation (GEN),Emergency Preparedness Presentation,Tolentine Senior Center,2345 University Avenue,Bronx,10468,40.861503,-73.906077,207,14,255,2118380,2032180035,Kingsbridge Heights
07/01/2019,RNY Fair (FAIR),Jacobi Trauma Summer Safety Fair,Jacobi Medical Center Building 8 Atrium,1400 Pelham Parkway S.,Bronx,10461,40.857427,-73.847079,211,13,296,2097550,2042050001,Pelham Parkway
06/30/2019,RNY Fair (FAIR),2019 PrideFest,4th Avenue Between Union Square & Astor Place,4th Avenue Between Union Square & Astor Place,Manhattan,,,,,,,,,
06/29/2019,RNY General Presentation (GEN),JFK Hilton Hotel,JFK Hilton Hotel,144-02 135th Avenue,Queens,11436,40.668289,-73.79599,412,28,792,4262620,4120990030,Baisley Park
06/29/2019,RNY Fair (FAIR),Community Health Fair,Salvation Tabernacle Church,138-19 101 Ave,Queens,11435,40.694422,-73.810295,412,28,206,4214196,4100100024,Jamaica
06/29/2019,RNY Fair (FAIR),10th Annual Health Fair and Family Day,John J. Pershing Intermediate School 22,4812 9th Avenue,Brooklyn,11220,40.640545,-74.000731,312,38,108,3012824,3007780023,Sunset Park East
06/29/2019,RNY Fair (FAIR),Bronx Community Board - 2019 Community Resource Fair,Poe Park,Grand Concourse between E. 192 ST. and E Kingsbridge Rd,Bronx,,,,,,,,,
06/29/2019,RNY Fair (FAIR),2019 Savvy Senior Expo,Quincy Senior Residences,625 Quincy Street,Brooklyn,11221,40.688856,-73.934247,303,36,291,3390995,3016250034,Stuyvesant Heights
06/28/2019,RNY Fair (FAIR),Grow Stronger Tour,Betances Houses,547 East 146 Street,Bronx,10455,40.812673,-73.915181,201,8,43,2093912,2022720038,Mott Haven-Port Morris
06/28/2019,RNY Fair (FAIR),Senior Resource Fair,St. Francis College,180 Remsen Street,Brooklyn,11201,40.693277,-73.991587,302,33,9,3335934,3002550036,Brooklyn Heights-Cobble Hill
06/28/2019,RNY Fair (FAIR),Bay Family Center Resource Fair,3154 Emmons Ave,3154 Emmons Ave,Brooklyn,11235,40.584054,-73.934034,315,48,622,3248044,3088150101,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
06/27/2019,RNY Fair (FAIR),2019 Boardwalk Bash Health and Wellness,"Midland Beach Promenade, F.D.R.-South Beach Boardwalk and Beach Park
Father Capodanno Boulevard & Jefferson Avenue (by the Turtle Fountain Circle) Parking Lot 8","Midland Beach, F.D.R.-South Beach Boardwalk and Beach Park",Staten Island,10306,40.568052,-74.089911,595,50,11202,5000000,5038510001,New Dorp-Midland Beach
